,"participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","consonant","shape","response","devoiced","voiced","group","match","opposite","IPA"
"103","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:35:28","mono","learning",13,"l","i","mono","tril",1,"trilni",1,"trilni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","tril"
"104","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:35:39","mono","learning",14,"k","u","mono","fuk",1,"fugni",1,"fugni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","fuk"
"105","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:35:50","mono","learning",15,"p","e","mono","sep",1,"sebni",1,"sebni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","sep"
"106","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:00","mono","testing",16,"p","x","mono","gaip",1,"gaibni",0,"gaibni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ɡaɪp"
"107","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:16","mono","testing",17,"t","u","iamb","kl-put",1,"kl-pudni",0,"kl-pudni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","kləput"
"108","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:27","mono","testing",18,"t","e","iamb","zh-net",1,"zh-nedni",0,"zh-nedni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","ʒənet"
"109","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:36","mono","testing",19,"p","u","iamb","s-rup",1,"s-rubni",0,"s-rubni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","sərup"
"110","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:46","mono","testing",20,"k","x","iamb","r-daik",1,"r-daigni",0,"r-daigni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","rədaɪk"
"111","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:36:55","mono","testing",21,"t","o","mono","zot",1,"zodni",0,"zodni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","zot"
"112","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:05","mono","testing",22,"ng","e","mono","steng",1,"stengni",0,"steŋni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","steŋ"
"113","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:14","mono","testing",23,"t","o","iamb","sh-lot",1,"sh-lodni",0,"sh-lodni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","ʃəlot"
"114","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:21","mono","testing",24,"r","o","mono","zor",1,"zorni",0,"zorni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","zor"
"115","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:28","mono","testing",25,"ng","i","mono","ting",1,"tingni",0,"tiŋni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","tiŋ"
"116","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:36","mono","testing",26,"l","x","iamb","g-tail",1,"g-tailni",0,"g-tailni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ɡətaɪl"
"117","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:45","mono","testing",27,"p","u","iamb","j-lup",1,"j-lubni",0,"j-lubni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","ʤəlup"
"118","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:37:55","mono","testing",28,"m","x","iamb","zh-taim",1,"zh-taimni",0,"zh-taimni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʒətaɪm"
"119","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:38:09","mono","testing",29,"r","a","mono","shar",1,"sharni",0,"sharni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","ʃar"
"120","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:38:23","mono","testing",30,"ng","e","iamb","t-seng",1,"t-sengni",0,"t-seŋni","false",1974,"Caribbean / British",,"none","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","təseŋ"
"121","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:38:51","mono","testing",31,"t","e","mono","dret",1,"dredni",0,"d-redni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","dret"
"122","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:39:09","mono","testing",32,"k","x","iamb","s-paik",1,"s-paigni",0,"s-pigni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","səpaɪk"
"123","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:39:31","mono","testing",33,"p","a","iamb","h-sap",2,"h-sabni",0,"l-sabni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","həsap"
"124","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:39:48","mono","testing",34,"p","o","mono","bop",2,"bobni",0,"bobni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","bop"
"125","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:40:02","mono","testing",35,"k","e","mono","glek",1,"glegni",0,"gleigni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","ɡlek"
"126","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:40:18","mono","testing",36,"k","u","mono","fuk",1,"fugni",0,"fubni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","mono","b","p",1,"mono","FALSE","FALSE","fuk"
"127","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:40:33","mono","testing",37,"m","u","iamb","k-num",1,"k-numni",0,"k-nunni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","W","iamb",,,0,"mono","FALSE","TRUE","kənum"
"128","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:40:42","mono","testing",38,"p","u","mono","chup",1,"chubni",0,"chubni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ʧup"
"129","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:40:52","mono","testing",39,"ng","i","mono","kring",1,"kringni",0,"kreŋni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","kriŋ"
"130","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:41:02","mono","testing",40,"k","u","iamb","b-chuk",1,"b-chugni",0,"p-chugni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","bəʧuk"
"131","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:41:11","mono","testing",41,"k","u","mono","huk",1,"hugni",0,"hugni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","huk"
"132","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:41:21","mono","testing",42,"t","x","mono","pait",1,"paidni",0,"peidni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","paɪt"
"133","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:41:43","mono","testing",43,"r","e","iamb","j-brer",2,"j-brerni",0,"zh-brerni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʤəbrer"
"134","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:41:57","mono","testing",44,"p","o","iamb","f-chop",2,"f-chobni",0,"f-chobni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","fəʧop"
"135","larvedi","482","IFQ481","2011-03-25 23:31:50","2011-03-25 23:42:06","mono","testing",45,"p","e","mono","sep",1,"sebni",0,"zeibni","true",1974,"Caribbean / British",,"none","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","sep"
"136","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:08","mono","learning",1,"p","u","mono","nup",1,"nubni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","nup"
"137","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:14","mono","learning",2,"m","o","mono","grom",1,"gromni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","W","mono",,,0,"mono","FALSE","FALSE","ɡrom"
"138","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:19","mono","learning",3,"t","o","mono","zot",1,"zodni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","zot"
"139","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:23","mono","learning",4,"t","e","mono","klet",1,"kledni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","klet"
"140","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:27","mono","learning",5,"p","a","mono","zap",1,"zabni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","zap"
"141","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:30","mono","learning",6,"ng","i","iamb","d-pling",1,"d-plingni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","dəpliŋ"
"142","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:33","mono","learning",7,"k","i","mono","nik",1,"nigni",1,,"false",1985,"Generic US",,"French","true","Female","FALSE","k","mono",,,0,"mono","FALSE","FALSE","nik"
"143","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:38:52","mono","learning",8,"ng","x","iamb","p-daing",1,"p-daingni",1,"p-daiŋni","true",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","pədaɪŋ"
"144","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:00","mono","learning",9,"k","a","mono","strak",1,"stragni",1,"stragni","true",1985,"Generic US",,"French","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","strak"
"145","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:15","mono","learning",10,"l","a","iamb","g-nal",1,"g-nalni",2,"g-nalni","true",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ɡənal"
"146","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:21","mono","learning",11,"p","x","mono","gaip",1,"gaibni",1,"gaibni","true",1985,"Generic US",,"French","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ɡaɪp"
"147","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:28","mono","learning",12,"k","x","mono","shaik",1,"shaigni",1,"shaigni","true",1985,"Generic US",,"French","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","ʃaɪk"
"148","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:35","mono","learning",13,"t","a","mono","grat",1,"gradni",1,"gradni","true",1985,"Generic US",,"French","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","ɡrat"
"149","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:43","mono","learning",14,"m","e","mono","jem",1,"jemni",1,"jemni","true",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","ʤem"
"150","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:50","mono","learning",15,"p","e","mono","flep",1,"flebni",1,"flebni","true",1985,"Generic US",,"French","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","flep"
"151","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:39:58","mono","testing",16,"ng","i","iamb","d-pling",1,"d-plingni",0,"d-pliŋni","false",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","dəpliŋ"
"152","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:03","mono","testing",17,"t","u","mono","prut",1,"prudni",0,"prugni","false",1985,"Generic US",,"French","true","Female","TRUE","t","mono","g","k",1,"mono","FALSE","FALSE","prut"
"153","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:10","mono","testing",18,"r","o","iamb","ch-bor",1,"ch-borni",0,"ch-borni","false",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʧəbor"
"154","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:15","mono","testing",19,"l","i","mono","bril",1,"brilni",0,"brilni","false",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","bril"
"155","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:19","mono","testing",20,"t","o","mono","zot",1,"zodni",0,"zodni","false",1985,"Generic US",,"French","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","zot"
"156","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:26","mono","testing",21,"t","i","mono","vit",1,"vidni",0,"vidni","false",1985,"Generic US",,"French","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","vit"
"157","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:34","mono","testing",22,"p","u","mono","nup",1,"nubni",0,"nudni","false",1985,"Generic US",,"French","true","Female","TRUE","p","mono","d","t",1,"mono","FALSE","FALSE","nup"
"158","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:41","mono","testing",23,"l","a","mono","fral",1,"fralni",0,"fralni","false",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","fral"
"159","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:46","mono","testing",24,"m","e","mono","jem",1,"jemni",0,"jemni","false",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","ʤem"
"160","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:40:51","mono","testing",25,"p","u","iamb","s-rup",1,"s-rubni",0,"s-rudni","false",1985,"Generic US",,"French","true","Female","TRUE","p","iamb","d","t",1,"mono","FALSE","TRUE","sərup"
"161","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:00","mono","testing",26,"p","i","mono","mip",1,"mibni",0,"midni","false",1985,"Generic US",,"French","true","Female","TRUE","p","mono","d","t",1,"mono","FALSE","FALSE","mip"
"162","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:07","mono","testing",27,"m","x","iamb","zh-taim",1,"zh-taimni",0,"zh-taimni","false",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʒətaɪm"
"163","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:12","mono","testing",28,"p","o","mono","shop",1,"shobni",0,"shopni","false",1985,"Generic US",,"French","true","Female","TRUE","p","mono","p","p",0,"mono","TRUE","FALSE","ʃop"
"164","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:16","mono","testing",29,"k","u","mono","huk",1,"hugni",0,"hukni","false",1985,"Generic US",,"French","true","Female","TRUE","k","mono","k","k",0,"mono","TRUE","FALSE","huk"
"165","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:21","mono","testing",30,"t","x","iamb","f-hait",1,"f-haidni",0,"f-haitni","false",1985,"Generic US",,"French","true","Female","TRUE","t","iamb","t","t",0,"mono","TRUE","TRUE","fəhaɪt"
"166","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:28","mono","testing",31,"p","a","iamb","h-sap",1,"h-sabni",0,"h-sopni","true",1985,"Generic US",,"French","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","həsap"
"167","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:33","mono","testing",32,"ng","x","iamb","p-daing",1,"p-daingni",0,"p-daiŋni","true",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","pədaɪŋ"
"168","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:40","mono","testing",33,"k","o","iamb","g-frok",1,"g-frogni",0,"g-frokni","true",1985,"Generic US",,"French","true","Female","TRUE","k","iamb","k","k",0,"mono","TRUE","TRUE","ɡəfrok"
"169","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:50","mono","testing",34,"p","i","iamb","r-lip",3,"r-libni",0,"b-lipni","true",1985,"Generic US",,"French","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","rəlip"
"170","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:41:57","mono","testing",35,"k","a","iamb","gl-zak",1,"gl-zagni",0,"gl-zokni","true",1985,"Generic US",,"French","true","Female","TRUE","k","iamb","k","k",0,"mono","TRUE","TRUE","ɡləzak"
"171","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:05","mono","testing",36,"m","x","mono","baim",1,"baimni",0,"baimni","true",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","baɪm"
"172","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:11","mono","testing",37,"l","i","mono","tril",1,"trilni",0,"trilni","true",1985,"Generic US",,"French","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","tril"
"173","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:16","mono","testing",38,"p","x","mono","gaip",1,"gaibni",0,"gaibni","true",1985,"Generic US",,"French","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ɡaɪp"
"174","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:22","mono","testing",39,"t","u","iamb","kl-put",1,"kl-pudni",0,"k-putni","true",1985,"Generic US",,"French","true","Female","TRUE","t","iamb","t","t",0,"mono","TRUE","TRUE","kləput"
"175","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:29","mono","testing",40,"k","o","iamb","l-shok",1,"l-shogni",0,"l-shokni","true",1985,"Generic US",,"French","true","Female","TRUE","k","iamb","k","k",0,"mono","TRUE","TRUE","ləʃok"
"176","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:36","mono","testing",41,"l","x","iamb","g-tail",1,"g-tailni",0,"g-tailni","true",1985,"Generic US",,"French","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ɡətaɪl"
"177","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:42","mono","testing",42,"k","a","mono","strak",1,"stragni",0,"stragni","true",1985,"Generic US",,"French","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","strak"
"178","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:42:58","mono","testing",43,"p","e","iamb","t-gep",1,"t-gebni",0,"t-gepni","true",1985,"Generic US",,"French","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","təɡep"
"179","lardbide","485","OPJ484","2011-03-25 23:37:28","2011-03-25 23:43:06","mono","testing",44,"t","o","iamb","sh-lot",1,"sh-lodni",0,"sh-lotni","true",1985,"Generic US",,"French","true","Female","TRUE","t","iamb","t","t",0,"mono","TRUE","TRUE","ʃəlot"
